matkul,nim,nilai_angka,user,item,rating
Jaringan Komputer Lanjut,H1051181066,4.0,90,48,1.0
Pemodelan dan Simulasi,H1051181066,4.0,90,111,1.0
Pemrosesan Pararel,H1051181066,4.0,90,123,1.0
Perancangan Logika Lanjut,H1051181066,3.0,90,138,0.75
Robotika,H1051181066,1.0,90,169,0.25
Sistem Kendali,H1051181066,3.5,90,186,0.875
Teknik Penulisan & Seminar Ilmiah,H1051181066,3.0,90,204,0.75
Tranduser dan Sensor,H1051181066,4.0,90,207,1.0
Tugas Akhir,H1051181066,2.0,90,208,0.5
Elektronika,H1051181068,3.5,91,34,0.875
Fisika II,H1051181068,1.0,91,39,0.25
Kewirausahaan,H1051181068,4.0,91,65,1.0
Pemrograman Web,H1051181068,4.0,91,119,1.0
Persamaan Diferensial,H1051181068,3.0,91,145,0.75
Rekayasa Perangkat Lunak,H1051181068,4.0,91,166,1.0
Sistem Kendali,H1051181068,3.5,91,186,0.875
Sistem Operasi,H1051181068,4.0,91,189,1.0
Teknik Penulisan & Seminar Ilmiah,H1051181068,4.0,91,204,1.0
Teknik dan Sistem Digital,H1051181068,3.0,91,205,0.75
Tugas Akhir,H1051181068,2.5,91,208,0.625
KKM/Kerja Praktek,H1051181069,4.0,92,51,1.0
Robotika,H1051181069,4.0,92,169,1.0
Teknik Penulisan & Seminar Ilmiah,H1051181069,4.0,92,204,1.0
Tranduser dan Sensor,H1051181069,4.0,92,207,1.0
KKM/Kerja Praktek,H1051181070,4.0,93,51,1.0
Robotika,H1051181070,4.0,93,169,1.0
Teknik Penulisan & Seminar Ilmiah,H1051181070,4.0,93,204,1.0
Tranduser dan Sensor,H1051181070,4.0,93,207,1.0
Interaksi Manusia dan Komputer,H1051181073,4.0,94,45,1.0
Jaringan Komputer Lanjut,H1051181073,4.0,94,48,1.0
KKM/Kerja Praktek,H1051181073,3.0,94,51,0.75
Kalkulus,H1051181073,3.0,94,52,0.75
Pemrograman Multimedia & Animasi,H1051181073,4.0,94,117,1.0
Pemrosesan Pararel,H1051181073,4.0,94,123,1.0
Robotika,H1051181073,3.5,94,169,0.875
Teknik Penulisan & Seminar Ilmiah,H1051181073,3.0,94,204,0.75
Tranduser dan Sensor,H1051181073,3.5,94,207,0.875
Tugas Akhir,H1051181073,3.0,94,208,0.75
Elektronika,H1051181074,4.0,95,34,1.0
Fisika II,H1051181074,2.0,95,39,0.5
Interaksi Manusia dan Komputer,H1051181074,3.5,95,45,0.875
Jaringan Komputer Lanjut,H1051181074,4.0,95,48,1.0
KKM/Kerja Praktek,H1051181074,4.0,95,51,1.0
Pemrograman Multimedia & Animasi,H1051181074,4.0,95,117,1.0
Pemrosesan Pararel,H1051181074,4.0,95,123,1.0
Robotika,H1051181074,3.0,95,169,0.75
Teknik Penulisan & Seminar Ilmiah,H1051181074,4.0,95,204,1.0
Tranduser dan Sensor,H1051181074,3.0,95,207,0.75
Tugas Akhir,H1051181074,3.0,95,208,0.75
Aljabar Linier dan Matriks,H1051181075,3.0,96,4,0.75
Elektronika,H1051181075,2.5,96,34,0.625
Interaksi Manusia dan Komputer,H1051181075,3.5,96,45,0.875
Jaringan Komputer,H1051181075,4.0,96,47,1.0
Jaringan Komputer Lanjut,H1051181075,4.0,96,48,1.0
Pemrosesan Pararel,H1051181075,4.0,96,123,1.0
Robotika,H1051181075,3.5,96,169,0.875
Sistem Kendali,H1051181075,3.5,96,186,0.875
Teknik Penulisan & Seminar Ilmiah,H1051181075,3.0,96,204,0.75
Teknik dan Sistem Digital,H1051181075,3.0,96,205,0.75
Tranduser dan Sensor,H1051181075,3.5,96,207,0.875
Tugas Akhir,H1051181075,2.0,96,208,0.5
Jaringan Komputer Lanjut,H1051181076,4.0,97,48,1.0
KKM/Kerja Praktek,H1051181076,4.0,97,51,1.0
Pemrosesan Pararel,H1051181076,4.0,97,123,1.0
Robotika,H1051181076,0.0,97,169,0.0
Sistem Kendali,H1051181076,4.0,97,186,1.0
Sistem Mikroprosesor,H1051181076,4.0,97,188,1.0
Sistem Operasi,H1051181076,4.0,97,189,1.0
Teknik Penulisan & Seminar Ilmiah,H1051181076,3.0,97,204,0.75
Tranduser dan Sensor,H1051181076,3.5,97,207,0.875
Tugas Akhir,H1051181076,3.5,97,208,0.875
Interaksi Manusia dan Komputer,H1051181079,4.0,98,45,1.0
KKM/Kerja Praktek,H1051181079,4.0,98,51,1.0
Komunikasi Data,H1051181079,2.5,98,69,0.625
Pemrosesan Pararel,H1051181079,4.0,98,123,1.0
Robotika,H1051181079,3.0,98,169,0.75
Teknik Penulisan & Seminar Ilmiah,H1051181079,4.0,98,204,1.0
Tranduser dan Sensor,H1051181079,4.0,98,207,1.0
Digital Forensik,H1051181081,4.0,99,31,1.0
Interaksi Manusia dan Komputer,H1051181081,3.5,99,45,0.875
KKM/Kerja Praktek,H1051181081,4.0,99,51,1.0
Keamanan Jaringan,H1051181081,3.5,99,55,0.875
Pemrosesan Pararel,H1051181081,4.0,99,123,1.0
Robotika,H1051181081,3.5,99,169,0.875
Sistem Operasi,H1051181081,3.5,99,189,0.875
Teknik Penulisan & Seminar Ilmiah,H1051181081,1.5,99,204,0.375
Elektronika,H1051181083,3.5,100,34,0.875
KKM/Kerja Praktek,H1051181083,4.0,100,51,1.0
Komunikasi Data,H1051181083,4.0,100,69,1.0
Pemrograman Multimedia & Animasi,H1051181083,4.0,100,117,1.0
Robotika,H1051181083,3.5,100,169,0.875
Sistem Operasi,H1051181083,4.0,100,189,1.0
Sistem Pendukung Keputusan,H1051181083,4.0,100,191,1.0
Teknik Penulisan & Seminar Ilmiah,H1051181083,4.0,100,204,1.0
Interaksi Manusia dan Komputer,H1051181084,4.0,101,45,1.0
Pemrograman Multimedia & Animasi,H1051181084,4.0,101,117,1.0
Pemrosesan Pararel,H1051181084,4.0,101,123,1.0
Robotika,H1051181084,3.5,101,169,0.875
Sistem Informasi Geografis,H1051181084,3.5,101,182,0.875
Sistem Manajemen Basis Data,H1051181084,4.0,101,187,1.0
Sistem Pendukung Keputusan,H1051181084,0.0,101,191,0.0
Teknik Penulisan & Seminar Ilmiah,H1051181084,3.5,101,204,0.875
Interaksi Manusia dan Komputer,H1051181085,4.0,102,45,1.0
Jaringan Komputer Lanjut,H1051181085,4.0,102,48,1.0
Pemrosesan Pararel,H1051181085,4.0,102,123,1.0
Rekayasa Perangkat Lunak,H1051181085,2.0,102,166,0.5
Semester Proyek 2,H1051181085,3.0,102,171,0.75
Sistem & Sirkuit,H1051181085,0.0,102,177,0.0
Sistem Kendali,H1051181085,3.5,102,186,0.875
Sistem Operasi,H1051181085,3.5,102,189,0.875
Teknik dan Sistem Digital,H1051181085,3.0,102,205,0.75
Tranduser dan Sensor,H1051181085,2.5,102,207,0.625
Tugas Akhir,H1051181085,2.5,102,208,0.625
Jaringan Komputer Lanjut,H1051181086,4.0,103,48,1.0
KKM/Kerja Praktek,H1051181086,4.0,103,51,1.0
Pemrosesan Pararel,H1051181086,4.0,103,123,1.0
Rekayasa Perangkat Lunak,H1051181086,2.0,103,166,0.5
Sistem Kendali,H1051181086,3.5,103,186,0.875
Sistem Mikroprosesor,H1051181086,4.0,103,188,1.0
Sistem Operasi,H1051181086,2.5,103,189,0.625
Teknik Penulisan & Seminar Ilmiah,H1051181086,2.5,103,204,0.625
Tugas Akhir,H1051181086,3.0,103,208,0.75
Interaksi Manusia dan Komputer,H1051181087,3.5,104,45,0.875
Jaringan Komputer Lanjut,H1051181087,4.0,104,48,1.0
Kewirausahaan,H1051181087,3.5,104,65,0.875
Pemrograman Multimedia & Animasi,H1051181087,4.0,104,117,1.0
Rekayasa Perangkat Lunak,H1051181087,2.5,104,166,0.625
Robotika,H1051181087,3.5,104,169,0.875
Sistem Informasi Geografis,H1051181087,4.0,104,182,1.0
Sistem Kendali,H1051181087,4.0,104,186,1.0
Sistem Mikroprosesor,H1051181087,4.0,104,188,1.0
Tugas Akhir,H1051181087,4.0,104,208,1.0
Jaringan Komputer Lanjut,H1051181088,4.0,105,48,1.0
Kewirausahaan,H1051181088,3.5,105,65,0.875
Komputer dan Masyarakat,H1051181088,3.0,105,68,0.75
Metode Numerik,H1051181088,2.0,105,99,0.5
Pembelajaran Mesin,H1051181088,2.0,105,110,0.5
Pengantar Jaringan Komputer,H1051181088,4.0,105,125,1.0
Rekayasa Perangkat Lunak,H1051181088,0.0,105,166,0.0
Sistem & Sirkuit,H1051181088,1.0,105,177,0.25
Sistem Mikroprosesor,H1051181088,4.0,105,188,1.0
Sistem Operasi,H1051181088,2.5,105,189,0.625
Tugas Akhir,H1051181088,3.0,105,208,0.75
Interaksi Manusia dan Komputer,H1051181089,3.5,106,45,0.875
KKM/Kerja Praktek,H1051181089,4.0,106,51,1.0
Pemrograman Multimedia & Animasi,H1051181089,4.0,106,117,1.0
Robotika,H1051181089,4.0,106,169,1.0
Sistem Manajemen Basis Data,H1051181089,1.5,106,187,0.375
Teknik Penulisan & Seminar Ilmiah,H1051181089,3.5,106,204,0.875
Tugas Akhir,H1051181089,3.0,106,208,0.75
Interaksi Manusia dan Komputer,H1051181091,3.5,107,45,0.875
Logika Samar,H1051181091,4.0,107,78,1.0
Pemrosesan Pararel,H1051181091,4.0,107,123,1.0
Robotika,H1051181091,4.0,107,169,1.0
Sistem Informasi Geografis,H1051181091,3.5,107,182,0.875
Sistem Manajemen Basis Data,H1051181091,3.5,107,187,0.875
Teknik Penulisan & Seminar Ilmiah,H1051181091,3.5,107,204,0.875
Teknik dan Sistem Digital,H1051181091,4.0,107,205,1.0
Tugas Akhir,H1051181091,3.0,107,208,0.75
Bahasa Inggris II,H1051181094,4.0,108,15,1.0
Interaksi Manusia dan Komputer,H1051181094,3.5,108,45,0.875
Jaringan Komputer Lanjut,H1051181094,4.0,108,48,1.0
Logika Samar,H1051181094,3.5,108,78,0.875
Pemodelan dan Simulasi,H1051181094,4.0,108,111,1.0
Pemrosesan Pararel,H1051181094,4.0,108,123,1.0
Rekayasa Perangkat Lunak,H1051181094,2.5,108,166,0.625
Sistem Kendali,H1051181094,3.5,108,186,0.875
Tranduser dan Sensor,H1051181094,3.5,108,207,0.875
Tugas Akhir,H1051181094,3.0,108,208,0.75
Elektronika,H1051181095,0.0,109,34,0.0
Kalkulus,H1051181095,2.0,109,52,0.5
Kewirausahaan,H1051181095,3.0,109,65,0.75
Pengantar Jaringan Komputer,H1051181095,1.0,109,125,0.25
Perancangan Web,H1051181095,0.0,109,140,0.0
Interaksi Manusia dan Komputer,H1051181097,3.5,110,45,0.875
Jaringan Komputer Lanjut,H1051181097,4.0,110,48,1.0
KKM/Kerja Praktek,H1051181097,4.0,110,51,1.0
Kewirausahaan,H1051181097,3.0,110,65,0.75
Logika Samar,H1051181097,4.0,110,78,1.0
Pemodelan dan Simulasi,H1051181097,4.0,110,111,1.0
Pemrosesan Pararel,H1051181097,4.0,110,123,1.0
Rekayasa Perangkat Lunak,H1051181097,3.0,110,166,0.75
Tranduser dan Sensor,H1051181097,3.5,110,207,0.875
Interaksi Manusia dan Komputer,H1051191001,4.0,111,45,1.0
Jaringan Komputer Lanjut,H1051191001,4.0,111,48,1.0
Kewirausahaan,H1051191001,3.0,111,65,0.75
Logika Samar,H1051191001,4.0,111,78,1.0
Rekayasa Perangkat Lunak,H1051191001,3.5,111,166,0.875
Semester Proyek 1,H1051191001,3.0,111,170,0.75
Sistem Kendali,H1051191001,3.5,111,186,0.875
Sistem Manajemen Basis Data,H1051191001,1.5,111,187,0.375
Sistem Mikroprosesor,H1051191001,4.0,111,188,1.0
Tranduser dan Sensor,H1051191001,4.0,111,207,1.0
Interaksi Manusia dan Komputer,H1051191005,4.0,112,45,1.0
Jaringan Komputer Lanjut,H1051191005,3.5,112,48,0.875
Pemrograman Multimedia & Animasi,H1051191005,4.0,112,117,1.0
Rekayasa Perangkat Lunak,H1051191005,3.0,112,166,0.75
Sistem Informasi Geografis,H1051191005,3.0,112,182,0.75
Sistem Kendali,H1051191005,3.5,112,186,0.875
Sistem Manajemen Basis Data,H1051191005,4.0,112,187,1.0
Sistem Mikroprosesor,H1051191005,3.5,112,188,0.875
Sistem Operasi,H1051191005,3.5,112,189,0.875
Jaringan Komputer Lanjut,H1051191006,4.0,113,48,1.0
Kewarganegaraan,H1051191006,4.0,113,64,1.0
Kewirausahaan,H1051191006,3.0,113,65,0.75
Komunikasi Data,H1051191006,3.0,113,69,0.75
Rekayasa Perangkat Lunak,H1051191006,3.0,113,166,0.75
Sistem Kendali,H1051191006,3.5,113,186,0.875
Sistem Mikroprosesor,H1051191006,4.0,113,188,1.0
Sistem Operasi,H1051191006,4.0,113,189,1.0
Tranduser dan Sensor,H1051191006,3.5,113,207,0.875
Tugas Akhir,H1051191006,3.0,113,208,0.75
Interaksi Manusia dan Komputer,H1051191007,3.5,114,45,0.875
Jaringan Komputer Lanjut,H1051191007,4.0,114,48,1.0
Logika Samar,H1051191007,4.0,114,78,1.0
Pemodelan dan Simulasi,H1051191007,4.0,114,111,1.0
Pemrograman Multimedia & Animasi,H1051191007,4.0,114,117,1.0
Rekayasa Perangkat Lunak,H1051191007,4.0,114,166,1.0
Semester Proyek 1,H1051191007,3.5,114,170,0.875
Sistem Informasi Geografis,H1051191007,4.0,114,182,1.0
Sistem Mikroprosesor,H1051191007,4.0,114,188,1.0
Sistem Pendukung Keputusan,H1051191007,4.0,114,191,1.0
Dasar Pemrograman,H1051191008,3.5,115,25,0.875
Jaringan Komputer Lanjut,H1051191008,4.0,115,48,1.0
Jaringan Saraf Tiruan,H1051191008,3.0,115,49,0.75
Keamanan Jaringan,H1051191008,4.0,115,55,1.0
Keamanan Sistem,H1051191008,2.0,115,56,0.5
Komunikasi Data,H1051191008,2.5,115,69,0.625
Rekayasa Perangkat Lunak,H1051191008,2.5,115,166,0.625
Sistem Mikroprosesor,H1051191008,4.0,115,188,1.0
Sistem Operasi,H1051191008,4.0,115,189,1.0
Elektronika,H1051191009,2.5,116,34,0.625
Jaringan Komputer Lanjut,H1051191009,4.0,116,48,1.0
Kewirausahaan,H1051191009,3.5,116,65,0.875
Metode Numerik,H1051191009,2.0,116,99,0.5
Pembelajaran Mesin,H1051191009,3.0,116,110,0.75
Perancangan Web,H1051191009,3.5,116,140,0.875
Rekayasa Perangkat Lunak,H1051191009,1.0,116,166,0.25
Sistem Kendali,H1051191009,3.5,116,186,0.875
Sistem Mikroprosesor,H1051191009,4.0,116,188,1.0
Sistem Operasi,H1051191009,4.0,116,189,1.0
Sistem Tertanam,H1051191009,3.0,116,192,0.75
Elektronika,H1051191011,4.0,117,34,1.0
Etika Propesi,H1051191011,4.0,117,36,1.0
Jaringan Komputer Lanjut,H1051191011,4.0,117,48,1.0
Kewirausahaan,H1051191011,3.5,117,65,0.875
Organisasi & Arsitektur Komputer,H1051191011,4.0,117,105,1.0
Pembelajaran Mesin,H1051191011,2.0,117,110,0.5
Pemrograman Web,H1051191011,2.0,117,119,0.5
Pengenalan Citra dan Pola,H1051191011,3.5,117,133,0.875
Pengolahan Sinyal Digital,H1051191011,4.0,117,135,1.0
Perancangan Logika Lanjut,H1051191011,4.0,117,138,1.0
Rekayasa Perangkat Lunak,H1051191011,2.0,117,166,0.5
Sistem Informasi Bergerak,H1051191011,4.0,117,181,1.0
Sistem Informasi Geografis,H1051191011,4.0,117,182,1.0
Sistem Manajemen Basis Data,H1051191011,1.0,117,187,0.25
Sistem Mikroprosesor,H1051191011,4.0,117,188,1.0
Sistem Operasi,H1051191011,3.0,117,189,0.75
Sistem Tertanam,H1051191011,3.0,117,192,0.75
Sistem Waktu Nyata,H1051191011,1.0,117,193,0.25
Tranduser dan Sensor,H1051191011,3.0,117,207,0.75
Interaksi Manusia dan Komputer,H1051191012,3.5,118,45,0.875
Jaringan Komputer Lanjut,H1051191012,4.0,118,48,1.0
Logika Samar,H1051191012,3.5,118,78,0.875
Pemodelan dan Simulasi,H1051191012,4.0,118,111,1.0
Rekayasa Perangkat Lunak,H1051191012,4.0,118,166,1.0
Semester Proyek 1,H1051191012,3.0,118,170,0.75
Sistem Kendali,H1051191012,4.0,118,186,1.0
Sistem Mikroprosesor,H1051191012,4.0,118,188,1.0
Tranduser dan Sensor,H1051191012,4.0,118,207,1.0
Elektronika,H1051191015,4.0,119,34,1.0
Interaksi Manusia dan Komputer,H1051191015,4.0,119,45,1.0
Jaringan Komputer Lanjut,H1051191015,4.0,119,48,1.0
Keamanan Sistem,H1051191015,0.0,119,56,0.0
Metode Numerik,H1051191015,0.0,119,99,0.0
Metodologi Penelitian,H1051191015,0.0,119,100,0.0
Pemrograman Mobile,H1051191015,0.0,119,116,0.0
Periperal dan Interface,H1051191015,0.0,119,144,0.0
Persamaan Diferensial,H1051191015,3.0,119,145,0.75
Rekayasa Perangkat Lunak,H1051191015,4.0,119,166,1.0
Sistem & Sirkuit,H1051191015,0.0,119,177,0.0
Sistem Informasi Geografis,H1051191015,4.0,119,182,1.0
Sistem Kendali,H1051191015,3.5,119,186,0.875
Sistem Operasi,H1051191015,4.0,119,189,1.0
Sistem Tertanam,H1051191015,0.0,119,192,0.0
Jaringan Komputer Lanjut,H1051191016,4.0,120,48,1.0
Logika Samar,H1051191016,3.5,120,78,0.875
Metode Numerik,H1051191016,2.0,120,99,0.5
Pemrosesan Pararel,H1051191016,3.5,120,123,0.875
Rekayasa Perangkat Lunak,H1051191016,3.5,120,166,0.875
Sistem Kendali,H1051191016,3.5,120,186,0.875
Sistem Mikroprosesor,H1051191016,3.5,120,188,0.875
Sistem Operasi,H1051191016,3.5,120,189,0.875
Teknik Penulisan & Seminar Ilmiah,H1051191016,3.5,120,204,0.875
Tranduser dan Sensor,H1051191016,3.5,120,207,0.875
Tugas Akhir,H1051191016,3.0,120,208,0.75
Interaksi Manusia dan Komputer,H1051191017,4.0,121,45,1.0
Jaringan Komputer Lanjut,H1051191017,4.0,121,48,1.0
Pemodelan dan Simulasi,H1051191017,4.0,121,111,1.0
Pemrograman Multimedia & Animasi,H1051191017,4.0,121,117,1.0
Rekayasa Perangkat Lunak,H1051191017,4.0,121,166,1.0
Semester Proyek 1,H1051191017,3.0,121,170,0.75
Sistem Informasi Geografis,H1051191017,4.0,121,182,1.0
Sistem Kendali,H1051191017,3.5,121,186,0.875
Sistem Mikroprosesor,H1051191017,3.5,121,188,0.875
Sistem Operasi,H1051191017,3.5,121,189,0.875
Tugas Akhir,H1051191017,4.0,121,208,1.0
Jaringan Komputer Lanjut,H1051191020,4.0,122,48,1.0
Metode Numerik,H1051191020,4.0,122,99,1.0
Pemrograman Multimedia & Animasi,H1051191020,4.0,122,117,1.0
Rekayasa Perangkat Lunak,H1051191020,3.5,122,166,0.875
Sistem Informasi Geografis,H1051191020,3.5,122,182,0.875
Sistem Kendali,H1051191020,3.5,122,186,0.875
Sistem Manajemen Basis Data,H1051191020,4.0,122,187,1.0
Sistem Mikroprosesor,H1051191020,4.0,122,188,1.0
Sistem Operasi,H1051191020,4.0,122,189,1.0
Bahasa Inggris II,H1051191021,2.0,123,15,0.5
Interaksi Manusia dan Komputer,H1051191021,4.0,123,45,1.0
Jaringan Komputer Lanjut,H1051191021,3.5,123,48,0.875
Pemrograman Multimedia & Animasi,H1051191021,4.0,123,117,1.0
Persamaan Diferensial,H1051191021,3.0,123,145,0.75
Rekayasa Perangkat Lunak,H1051191021,3.5,123,166,0.875
Sistem Kendali,H1051191021,3.5,123,186,0.875
Sistem Manajemen Basis Data,H1051191021,4.0,123,187,1.0
Sistem Mikroprosesor,H1051191021,3.5,123,188,0.875
Teknik Penulisan & Seminar Ilmiah,H1051191021,4.0,123,204,1.0
Elektronika,H1051191023,4.0,124,34,1.0
Jaringan Komputer Lanjut,H1051191023,4.0,124,48,1.0
Kewirausahaan,H1051191023,3.0,124,65,0.75
Rekayasa Perangkat Lunak,H1051191023,2.5,124,166,0.625
Sistem Informasi Geografis,H1051191023,1.5,124,182,0.375
Sistem Kendali,H1051191023,4.0,124,186,1.0
Sistem Manajemen Basis Data,H1051191023,3.0,124,187,0.75
Sistem Mikroprosesor,H1051191023,4.0,124,188,1.0
Sistem Operasi,H1051191023,4.0,124,189,1.0
Tugas Akhir,H1051191023,3.0,124,208,0.75
Jaringan Komputer Lanjut,H1051191026,3.5,125,48,0.875
Logika Samar,H1051191026,3.0,125,78,0.75
Pemrosesan Pararel,H1051191026,3.5,125,123,0.875
Pengolahan Sinyal Digital,H1051191026,4.0,125,135,1.0
Perancangan Logika Lanjut,H1051191026,4.0,125,138,1.0
Rekayasa Perangkat Lunak,H1051191026,3.0,125,166,0.75
Sistem Informasi Geografis,H1051191026,4.0,125,182,1.0
Sistem Kendali,H1051191026,3.0,125,186,0.75
Sistem Manajemen Basis Data,H1051191026,3.0,125,187,0.75
Sistem Mikroprosesor,H1051191026,3.0,125,188,0.75
Sistem Operasi,H1051191026,3.5,125,189,0.875
Sistem Waktu Nyata,H1051191026,1.0,125,193,0.25
Interaksi Manusia dan Komputer,H1051191027,3.5,126,45,0.875
Jaringan Komputer Lanjut,H1051191027,4.0,126,48,1.0
Pemrograman Multimedia & Animasi,H1051191027,4.0,126,117,1.0
Pemrosesan Pararel,H1051191027,4.0,126,123,1.0
Rekayasa Perangkat Lunak,H1051191027,4.0,126,166,1.0
Sistem Informasi Geografis,H1051191027,4.0,126,182,1.0
Sistem Kendali,H1051191027,3.0,126,186,0.75
Sistem Manajemen Basis Data,H1051191027,4.0,126,187,1.0
Sistem Mikroprosesor,H1051191027,4.0,126,188,1.0
Elektronika,H1051191028,2.5,127,34,0.625
Jaringan Komputer Lanjut,H1051191028,4.0,127,48,1.0
Kewirausahaan,H1051191028,3.5,127,65,0.875
Pengolahan Sinyal Digital,H1051191028,4.0,127,135,1.0
Persamaan Diferensial,H1051191028,3.0,127,145,0.75
Rekayasa Perangkat Lunak,H1051191028,2.5,127,166,0.625
Sistem Kendali,H1051191028,4.0,127,186,1.0
Sistem Manajemen Basis Data,H1051191028,3.5,127,187,0.875
Sistem Mikroprosesor,H1051191028,4.0,127,188,1.0
Sistem Operasi,H1051191028,4.0,127,189,1.0
Sistem Waktu Nyata,H1051191028,1.0,127,193,0.25
Elektronika,H1051191029,2.5,128,34,0.625
Interaksi Manusia dan Komputer,H1051191029,3.5,128,45,0.875
Jaringan Komputer Lanjut,H1051191029,4.0,128,48,1.0
Pemodelan dan Simulasi,H1051191029,4.0,128,111,1.0
Rekayasa Perangkat Lunak,H1051191029,4.0,128,166,1.0
Sistem Informasi Geografis,H1051191029,3.5,128,182,0.875
Sistem Kendali,H1051191029,4.0,128,186,1.0
Sistem Mikroprosesor,H1051191029,4.0,128,188,1.0
Sistem Operasi,H1051191029,3.5,128,189,0.875
Jaringan Komputer Lanjut,H1051191030,4.0,129,48,1.0
Kewirausahaan,H1051191030,3.5,129,65,0.875
Pemrosesan Pararel,H1051191030,4.0,129,123,1.0
Rekayasa Perangkat Lunak,H1051191030,3.5,129,166,0.875
Sistem Informasi Geografis,H1051191030,3.5,129,182,0.875
Sistem Kendali,H1051191030,3.5,129,186,0.875
Sistem Manajemen Basis Data,H1051191030,1.5,129,187,0.375
Sistem Mikroprosesor,H1051191030,4.0,129,188,1.0
Sistem Operasi,H1051191030,4.0,129,189,1.0
Interaksi Manusia dan Komputer,H1051191031,3.5,130,45,0.875
Jaringan Komputer Lanjut,H1051191031,4.0,130,48,1.0
Logika Samar,H1051191031,4.0,130,78,1.0
Pemrosesan Pararel,H1051191031,4.0,130,123,1.0
Rekayasa Perangkat Lunak,H1051191031,3.5,130,166,0.875
Sistem Kendali,H1051191031,3.5,130,186,0.875
Sistem Manajemen Basis Data,H1051191031,1.5,130,187,0.375
Sistem Mikroprosesor,H1051191031,4.0,130,188,1.0
Tranduser dan Sensor,H1051191031,4.0,130,207,1.0
Jaringan Komputer Lanjut,H1051191032,4.0,131,48,1.0
Logika Samar,H1051191032,3.5,131,78,0.875
Pemrosesan Pararel,H1051191032,4.0,131,123,1.0
Rekayasa Perangkat Lunak,H1051191032,3.5,131,166,0.875
Sistem Informasi Geografis,H1051191032,3.5,131,182,0.875
Sistem Kendali,H1051191032,4.0,131,186,1.0
Sistem Manajemen Basis Data,H1051191032,1.5,131,187,0.375
Sistem Mikroprosesor,H1051191032,4.0,131,188,1.0
Sistem Operasi,H1051191032,4.0,131,189,1.0
Elektronika,H1051191034,2.0,132,34,0.5
Jaringan Komputer Lanjut,H1051191034,4.0,132,48,1.0
Keamanan Sistem,H1051191034,2.0,132,56,0.5
Kewirausahaan,H1051191034,3.5,132,65,0.875
Komputer dan Masyarakat,H1051191034,3.0,132,68,0.75
Metode Numerik,H1051191034,1.0,132,99,0.25
Pengolahan Sinyal Digital,H1051191034,4.0,132,135,1.0
Persamaan Diferensial,H1051191034,3.0,132,145,0.75
Rekayasa Perangkat Lunak,H1051191034,1.5,132,166,0.375
Sistem Kendali,H1051191034,4.0,132,186,1.0
Sistem Manajemen Basis Data,H1051191034,0.0,132,187,0.0
Sistem Mikroprosesor,H1051191034,4.0,132,188,1.0
Sistem Operasi,H1051191034,3.0,132,189,0.75
Sistem Waktu Nyata,H1051191034,1.0,132,193,0.25
Jaringan Komputer Lanjut,H1051191035,4.0,133,48,1.0
Keamanan Sistem,H1051191035,0.0,133,56,0.0
Kewirausahaan,H1051191035,3.5,133,65,0.875
Komputer dan Masyarakat,H1051191035,3.0,133,68,0.75
Komunikasi Data,H1051191035,1.5,133,69,0.375
Persamaan Diferensial,H1051191035,3.0,133,145,0.75
Rekayasa Perangkat Lunak,H1051191035,2.5,133,166,0.625
Sistem Kendali,H1051191035,3.5,133,186,0.875
Sistem Mikroprosesor,H1051191035,4.0,133,188,1.0
Sistem Operasi,H1051191035,3.5,133,189,0.875
Teknik dan Sistem Digital,H1051191035,3.5,133,205,0.875
Jaringan Komputer Lanjut,H1051191036,4.0,134,48,1.0
Logika Samar,H1051191036,3.5,134,78,0.875
Persamaan Diferensial,H1051191036,3.0,134,145,0.75
Rekayasa Perangkat Lunak,H1051191036,4.0,134,166,1.0
Semester Proyek 1,H1051191036,1.5,134,170,0.375
Sistem Kendali,H1051191036,3.5,134,186,0.875
Sistem Manajemen Basis Data,H1051191036,4.0,134,187,1.0
Sistem Mikroprosesor,H1051191036,3.5,134,188,0.875
Sistem Operasi,H1051191036,4.0,134,189,1.0
Tugas Akhir,H1051191036,3.0,134,208,0.75
Interaksi Manusia dan Komputer,H1051191037,3.5,135,45,0.875
Jaringan Komputer Lanjut,H1051191037,3.5,135,48,0.875
Logika Samar,H1051191037,4.0,135,78,1.0
Metode Numerik,H1051191037,0.0,135,99,0.0
Pemrosesan Pararel,H1051191037,4.0,135,123,1.0
Rekayasa Perangkat Lunak,H1051191037,3.5,135,166,0.875
Sistem Informasi Geografis,H1051191037,4.0,135,182,1.0
Sistem Kendali,H1051191037,4.0,135,186,1.0
Sistem Manajemen Basis Data,H1051191037,4.0,135,187,1.0
Sistem Mikroprosesor,H1051191037,4.0,135,188,1.0
Interaksi Manusia dan Komputer,H1051191038,4.0,136,45,1.0
Jaringan Komputer Lanjut,H1051191038,3.5,136,48,0.875
Kewirausahaan,H1051191038,4.0,136,65,1.0
Logika Samar,H1051191038,3.0,136,78,0.75
Organisasi & Arsitektur Komputer,H1051191038,3.0,136,105,0.75
Pemrosesan Pararel,H1051191038,3.0,136,123,0.75
Persamaan Diferensial,H1051191038,3.0,136,145,0.75
Rekayasa Perangkat Lunak,H1051191038,3.0,136,166,0.75
Sistem Kendali,H1051191038,3.0,136,186,0.75
Sistem Mikroprosesor,H1051191038,3.0,136,188,0.75
Jaringan Komputer Lanjut,H1051191039,3.0,137,48,0.75
Keamanan Jaringan,H1051191039,3.0,137,55,0.75
Kewirausahaan,H1051191039,4.0,137,65,1.0
